Date;ANC02_CLIMIN_ECOACE;ANC02_CLIMIN_ECODIN;ANC02_CLIMIN_ECOHIS;ANC02_CLIMRCP45_ECOACE;ANC02_CLIMRCP45_ECODIN;ANC02_CLIMRCP45_ECOHIS;ANC02_CLIMRCP85_ECOACE;ANC02_CLIMRCP85_ECODIN;ANC02_CLIMRCP85_ECOHIS;ANC22_CLIMIN_ECOACE;ANC22_CLIMIN_ECODIN;ANC22_CLIMIN_ECOHIS;ANC22_CLIMRCP45_ECOACE;ANC22_CLIMRCP45_ECODIN;ANC22_CLIMRCP45_ECOHIS;ANC22_CLIMRCP85_ECOACE;ANC22_CLIMRCP85_ECODIN;ANC22_CLIMRCP85_ECOHIS;ANCTEND_CLIMIN_ECOACE;ANCTEND_CLIMIN_ECODIN;ANCTEND_CLIMIN_ECOHIS;ANCTEND_CLIMRCP45_ECOACE;ANCTEND_CLIMRCP45_ECODIN;ANCTEND_CLIMRCP45_ECOHIS;ANCTEND_CLIMRCP85_ECOACE;ANCTEND_CLIMRCP85_ECODIN;ANCTEND_CLIMRCP85_ECOHIS
1/1/2027;6.809517667;6.588835947;6.402189051;8.27273572;8.007062645;7.766732827;7.888944511;7.62990627;7.407239147;7.169626521;6.941407598;6.749877903;8.735958867;8.445646985;8.198477619;8.334139557;8.025878882;7.827991528;7.683772542;7.445454839;7.208223557;9.348208285;9.07808915;8.775809509;8.922739522;8.632293315;8.357049611
1/2/2027;7.524669112;7.283260907;7.075449854;8.875817308;8.592281499;8.332870726;8.748433789;8.480858337;8.236811545;7.926959785;7.677212379;7.463810529;9.378027302;9.067957384;8.800983141;9.247372289;8.926039243;8.681844666;8.50134422;8.240424971;7.976199603;10.04235078;9.753858786;9.427385378;9.907569712;9.607316008;9.275262239
1/3/2027;6.946554143;6.74030447;6.531841838;7.902883876;7.671972337;7.419930897;7.509383547;7.284013215;7.054130406;7.321982526;7.108809228;6.894174166;8.354719975;8.101228134;7.841144227;7.94202745;7.670580692;7.46178727;7.857961899;7.635598332;7.372553224;8.952804207;8.720085666;8.405095105;8.514862193;8.261691646;7.977268811
1/4/2027;7.406788948;7.222892022;6.965085273;8.382677786;8.176835496;7.870434427;8.184918733;7.978087437;7.689806517;7.811493559;7.622064757;7.35559799;8.867110889;8.639369799;8.322068794;8.661482259;8.406347097;8.137587248;8.389142416;8.192600395;7.871470071;9.508734761;9.306046526;8.92704729;9.292850441;9.060639713;8.705974692
1/5/2027;7.416589323;7.253183126;6.973857006;8.412286966;8.229687869;7.898179535;8.176622101;7.993554344;7.682510151;7.826363367;7.658454585;7.369132121;8.903714279;8.700375079;8.356362971;8.657803769;8.427609467;8.133919808;8.411026114;8.237527249;7.891500876;9.554867832;9.378514889;8.970292545;9.295545172;9.090051493;8.708270644
1/6/2027;7.919896654;7.731458552;7.446535525;9.075249174;8.864072512;8.519169541;8.829859213;8.620245922;8.296659483;8.362468056;8.168321916;7.873298843;9.611157928;9.376662953;9.018774482;9.355070569;9.093768619;8.787589803;8.993561391;8.792206253;8.437390984;10.32138859;10.11471975;9.688258327;10.05130278;9.815546244;9.414773742
1/7/2027;7.823306085;7.619684533;7.355578454;9.017237974;8.787012266;8.464549043;8.928395098;8.696895332;8.389558126;8.265533498;8.055166592;7.781885369;9.555571434;9.300851106;8.966440401;9.465269819;9.180263569;8.890440415;8.895629388;8.676580245;8.345353951;10.26899494;10.04009358;9.638891632;10.17694967;9.915979577;9.531751586
1/8/2027;7.950119195;7.736502685;7.475088502;8.892629832;8.658355264;8.348432412;9.004215038;8.763959614;8.461941601;8.404736363;8.183766387;7.913235686;9.429332522;9.170329611;8.848890106;9.551552218;9.25679587;8.971994052;9.05179731;8.82128941;8.492175236;10.14037568;9.906095181;9.519139181;10.27689406;10.00565469;9.625908864
1/9/2027;8.105775487;7.88771737;7.621050225;8.939289942;8.707079631;8.393536321;8.984166834;8.705979661;8.404760062;8.574653779;8.348966546;8.072797297;9.484329889;9.227309774;8.901879647;9.535879257;9.200987016;8.957196102;9.241112139;9.005500686;8.669336211;10.20604651;9.97403101;9.582269796;10.26663998;9.951765786;9.616222604
1/10/2027;7.505143835;7.304426239;7.055284652;7.76791844;7.570334288;7.291178731;7.566814033;7.407713374;7.143528066;7.944306473;7.736407067;7.478182695;8.246555368;8.027525483;7.73746761;8.036440995;7.833613139;7.545744922;8.567328917;8.350229824;8.035986456;8.87960415;8.682545194;8.334042569;8.657778132;8.478033987;8.106057153
1/11/2027;7.48745494;7.294145832;7.038883351;8.003229642;7.799921178;7.512764363;8.057801051;7.853067481;7.573640864;7.930416728;7.730308855;7.465393759;8.501867157;8.276341059;7.977781272;8.563480727;8.310063994;8.041278095;8.557727734;8.348820659;8.027299873;9.160578742;8.957603973;8.598580253;9.23173604;8.999801655;8.644166678
1/12/2027;6.969272961;6.760786095;6.552141649;7.294267518;7.080243056;6.847869651;7.29760755;7.076398987;6.852586735;7.386117395;7.16945581;6.953432532;7.753394463;7.517217132;7.276106982;7.760270506;7.492740814;7.286852387;7.975042709;7.747619985;7.481186046;8.358860348;8.140603826;7.846760692;8.370650134;8.119323577;7.837676975
1/1/2028;6.92314775;6.667287087;6.40992725;8.313549668;8.001500079;7.681694654;7.912721536;7.603529525;7.31507114;7.41363056;7.14687536;6.842932246;8.926869657;8.577441679;8.200751713;8.500937771;8.137644381;7.819920817;8.040067899;7.759262405;7.442580636;9.646089657;9.33022079;8.939249592;9.191592959;8.858531952;8.511028371
1/2/2028;7.391187698;7.120617787;6.843878555;8.493481559;8.175431404;7.847692301;8.363210277;8.0613657;7.756085805;7.919641381;7.637450552;7.31064022;9.125676593;8.769265772;8.383110547;8.990428213;8.632918682;8.266475043;8.593555834;8.2964191;7.955644674;9.866412316;9.544185009;9.143124886;9.726273716;9.402874478;9.002070039
1/3/2028;7.065330526;6.822844916;6.542476966;7.957021111;7.680174505;7.352822369;7.557535164;7.288053073;6.992516191;7.575064434;7.322482776;6.992909155;8.554521166;8.243074148;7.859285133;8.129227026;7.809472682;7.480518034;8.224201709;7.958671269;7.614087199;9.254090355;8.976525435;8.576620061;8.799404186;8.510649823;8.150633477
1/4/2028;7.532613944;7.309027213;6.975777198;8.449665495;8.19511398;7.808371525;8.242614237;7.989039419;7.629120121;8.080963837;7.84900375;7.460571337;9.089833735;8.801246936;8.351425687;8.871622251;8.565919374;8.176311747;8.778444377;8.535818547;8.127911305;9.839007423;9.590038951;9.119079531;9.608632158;9.340492858;8.913984448
1/5/2028;7.539232565;7.336511051;6.981744958;8.50191136;8.269025698;7.856739692;8.261867232;8.029074353;7.646119877;8.09302162;7.883324302;7.471533808;9.151753033;8.88617578;8.408406985;8.897868458;8.614192635;8.188143287;8.796744479;8.578246762;8.144668867;9.91203561;9.688451613;9.186862219;9.642852237;9.3987779;8.932242582
1/6/2028;8.04803206;7.818643638;7.452088776;9.107769359;8.843564847;8.414797127;8.855493721;8.592625659;8.194518294;8.644540885;8.406588956;7.979809088;9.810068456;9.509561882;9.01129629;9.543157356;9.224583167;8.780409494;9.40201846;9.15329895;8.70410215;10.63169992;10.37462689;9.851736932;10.34862583;10.07105543;9.584310809
1/7/2028;7.948996752;7.70673272;7.360030324;8.981823044;8.703265486;8.298044405;8.878762069;8.607797222;8.22547093;8.543454921;8.291243995;7.886125709;9.680439185;9.364538655;8.891805017;9.574206202;9.246645864;8.809572061;9.298044482;9.033696341;8.60744118;10.49795863;10.22299418;9.727350809;10.38898507;10.10165884;9.622338344
1/8/2028;8.075209157;7.822362388;7.47732936;8.910362809;8.627278008;8.233040841;9.017271412;8.724869794;8.344734957;8.684451812;8.420897726;8.01673952;9.609263528;9.288435337;8.827518214;9.72950818;9.378147786;8.95212837;9.457723573;9.180947231;8.755768686;10.4275359;10.14651088;9.66329203;10.56439902;10.25202924;9.784434894
1/9/2028;8.232799756;7.974877452;7.623002032;8.774516781;8.498405188;8.108884808;8.81353638;8.488082123;8.117619478;8.859262093;8.590414873;8.177832419;9.468079269;9.154831705;8.699282461;9.515072786;9.128853301;8.754873263;9.654551921;9.371868504;8.937685863;10.28079039;10.00686185;9.528903881;10.33812095;9.985885711;9.574913543
1/10/2028;7.622068278;7.381729832;7.056641567;7.843458902;7.599866452;7.24556043;7.633696613;7.423296845;7.092296683;8.207032282;7.956487504;7.574719513;8.468280803;8.19158333;7.777558944;8.246104567;7.988220988;7.58271085;8.949685944;8.68575526;8.283992664;9.201135838;8.959771303;8.524805484;8.965291405;8.743799947;8.298424008
1/11/2028;7.607744535;7.377747383;7.043186043;8.058010056;7.809503549;7.444671856;8.102285159;7.856307547;7.505132378;8.195975562;7.956274464;7.564426238;8.704975911;8.422434646;7.995932672;8.757405415;8.45916951;8.055015096;8.943830548;8.691780123;8.278494417;9.465085473;9.218871019;8.770436103;9.52805641;9.26602575;8.821670381
1/12/2028;7.0834362;6.840905409;6.557988147;7.376694478;7.121075298;6.815348181;7.374189545;7.11103149;6.820242969;7.635175422;7.3812397;7.047055929;7.973054975;7.68391571;7.323773269;7.974559687;7.660686904;7.334392924;8.337544286;8.069082973;7.717548811;8.674975965;8.416057106;8.038474287;8.682089041;8.397005105;8.037802153
1/1/2029;6.852946872;6.600183803;6.272315516;8.129255689;7.818085627;7.421103631;7.73903402;7.424687883;7.070141731;7.390464988;7.125093115;6.783545796;8.788868798;8.430200565;8.016206246;8.372279958;8.002205951;7.650364308;8.155851595;7.834202085;7.475625917;9.64292121;9.284999922;8.85258315;9.192648205;8.821413001;8.445241446
1/2/2029;7.584213677;7.307031696;6.942022735;8.387787632;8.065847534;7.65631537;8.250916878;7.94472372;7.565592511;8.183172829;7.892090168;7.511584943;9.072966403;8.701751531;8.274462997;8.930526047;8.566965937;8.157117903;9.036855286;8.683477918;8.283624937;9.961556171;9.590742828;9.144144963;9.81238905;9.450473782;9.010890408
1/3/2029;7.001403378;6.761000374;6.409085175;7.791188122;7.512437426;7.112916553;7.394313382;7.122124842;6.764032603;7.558117769;7.305993952;6.938394048;8.431887771;8.10879809;7.691071582;8.007330436;7.683736255;7.319726221;8.352354567;8.044150108;7.65680206;9.264138611;8.943427745;8.505352539;8.804037667;8.481949956;8.091368955
1/4/2029;7.465907485;7.242649697;6.835022653;8.254453502;7.997325584;7.536624765;8.041433466;7.785960796;7.360466693;8.063655149;7.830402528;7.403275636;8.937942132;8.636710387;8.153500255;8.712621579;8.404283951;7.98963216;8.917261202;8.627632791;8.175542634;9.827242089;9.532559959;9.023258491;9.586357091;9.283992078;8.838226787
1/5/2029;7.468500886;7.266281295;6.83750602;8.28449782;8.047581358;7.56422496;8.044992414;7.80754617;7.361732788;8.070667182;7.860008806;7.409836899;8.975246487;8.69560822;8.187711213;8.721083384;8.432035807;7.973407296;8.931397511;8.666501303;8.188638315;9.875433545;9.604547153;9.067704754;9.602596383;9.321373954;8.826635276
1/6/2029;7.9690707;7.741096187;7.294701;8.979085194;8.708380798;8.196187266;8.7284886;8.459119376;7.986561519;8.616232383;8.378124019;7.909558876;9.733079413;9.414781404;8.876625562;9.467205938;9.140720794;8.653121686;9.5420956;9.244529569;8.747251742;10.71719438;10.40659312;9.83793088;10.4318428;10.11226083;9.586169707
1/7/2029;7.867397519;7.628000773;7.201108129;8.705277305;8.426493232;7.9457015;8.590364389;8.328887063;7.878197335;8.510992249;8.259943234;7.812406129;9.441567503;9.115142437;8.610167428;9.322611609;9.005057574;8.523309912;9.432534994;9.121272511;8.646215437;10.40395273;10.08290807;9.549725137;10.28016363;9.96962808;9.449387112
1/8/2029;7.987611169;7.738437244;7.311737113;8.70942945;8.424458356;7.950471876;8.806800217;8.513026571;8.059063721;8.645922612;8.384358694;7.936900245;9.451346027;9.118039551;8.620148604;9.562857712;9.209321702;8.741759994;9.58915778;9.265413394;8.790490363;10.4223422;10.09350077;9.567786488;10.55283479;10.203282;9.698696449
1/9/2029;8.145496258;7.891606715;7.45612426;8.42077257;8.147957306;7.688499835;8.444715984;8.122444474;7.688745629;8.821812546;8.555321448;8.098203297;9.142959532;8.823468552;8.340543437;9.174614347;8.791561041;8.387086634;9.791349048;9.461060034;8.975658597;10.0892682;9.774200817;9.263866379;10.13148876;9.747298701;9.31171226
1/10/2029;7.545451431;7.303328867;6.906064517;7.720801728;7.472536712;7.045864533;7.50728156;7.275980935;6.881265053;8.176928452;7.923565048;7.505146536;8.387568394;8.096507355;7.647614192;8.16070379;7.879699852;7.451475104;9.081880454;8.767089326;8.32409212;9.261929455;8.974958137;8.499953839;9.018005103;8.742223675;8.278627771
1/11/2029;7.532660964;7.306794313;6.89401456;7.936161126;7.684527156;7.243795245;7.967629325;7.725066524;7.303774308;8.167403556;7.930481142;7.496224876;8.626756396;8.331250071;7.867219027;8.666404789;8.371134478;7.919923201;9.077789626;8.782281689;8.320163393;9.533183363;9.242083525;8.750580623;9.584047671;9.294411367;8.805701484
1/12/2029;7.014692315;6.776639122;6.419862003;7.271834284;7.014242985;6.636912188;7.264342026;7.00029463;6.644024048;7.610107843;7.359252991;6.984617391;7.908949566;7.608712825;7.212054628;7.905784291;7.589956403;7.223622003;8.464038777;8.15513831;7.757515809;8.745561434;8.445955925;8.026999607;8.748524613;8.432572178;8.036701428
1/1/2030;6.969005541;6.683337124;6.285956644;8.193147075;7.838645294;7.366386511;7.805548483;7.44827151;7.029167091;7.59665246;7.294748946;6.878003083;8.951375642;8.535523825;8.0401372;8.534241925;8.116189535;7.684436248;8.523834738;8.160414737;7.678873712;9.963329502;9.562613738;8.993986968;9.507157037;9.102069865;8.602865489
1/2/2030;7.715628936;7.400485172;6.959480328;8.173924574;7.817373507;7.347802907;8.041891849;7.695101849;7.262759627;8.415293547;8.082109076;7.619283265;8.935515296;8.517250186;8.024468848;8.797634035;8.389887634;7.918895024;9.448434462;9.046957175;8.511910889;9.952150066;9.548335528;8.982299206;9.806869807;9.415002695;8.87104194
1/3/2030;7.123212278;6.847120704;6.425810845;7.851370196;7.527680151;7.059236716;7.448822073;7.133332375;6.716229609;7.773583823;7.482050701;7.03902692;8.587820247;8.206310206;7.713739482;8.153426077;7.781776635;7.343756527;8.733520949;8.38059224;7.868700328;9.57106732;9.205681292;8.640048558;9.094518134;8.738127449;8.231960006
1/4/2030;7.595084469;7.333795271;6.85241499;8.240617523;7.939872561;7.410524784;8.014122699;7.716814495;7.231642222;8.293317664;8.018415582;7.510674016;9.018916059;8.660785609;8.102392398;8.777337475;8.423230556;7.943533842;9.323456161;8.987237113;8.40136352;10.05821805;9.72197168;9.081419483;9.7968861;9.464638877;8.91015737
1/5/2030;7.594987629;7.35506454;6.852714746;8.239655895;7.958307931;7.409957187;7.993121278;7.711300141;7.209139726;8.298080168;8.04634841;7.515416418;9.023210403;8.686041929;8.106573429;8.759497269;8.422171792;7.891646789;9.334941597;9.024525245;8.412192065;10.06969621;9.7568049;9.092142513;9.783426109;9.469691792;8.857780779
1/6/2030;8.100544168;7.833104983;7.307670227;9.066774624;8.74381768;8.15118856;8.811141651;8.489558716;7.946248762;8.855732444;8.57446152;8.01916421;9.935012212;9.549180395;8.922901764;9.661826867;9.277790154;8.701404679;9.968930352;9.623260833;8.982045722;11.09476137;10.73362458;10.01449987;10.79856746;10.43877995;9.773316676
1/7/2030;7.991221361;7.714173098;7.208234172;8.631136923;8.308578794;7.758940469;8.500199913;8.203570988;7.691832246;8.741455485;8.448751753;7.914846653;9.46347447;9.079442676;8.498741469;9.32658075;8.970783205;8.403722136;9.84700256;9.489328437;8.871257876;10.57540934;10.21261761;9.544974212;10.43098255;10.10028866;9.445389458
1/8/2030;8.105340302;7.818769873;7.311984446;8.70633273;8.375816664;7.827533498;8.794126996;8.452496507;7.931037841;8.871669221;8.56849336;8.033640634;9.551672757;9.158441699;8.579040774;9.654913027;9.248587877;8.69761088;10.00043169;9.630337258;9.010488677;10.68109103;10.30836172;9.64158743;10.80542817;10.42006815;9.78225921
1/9/2030;8.265965047;7.973927084;7.456722173;8.340993774;8.026153903;7.500320427;8.343566954;7.991357018;7.498136854;9.052935862;8.74421509;8.197552262;9.156120404;8.781155765;8.225137196;9.165565496;8.749123121;8.256871693;10.21147176;9.833871769;9.20036385;10.24529922;9.890018858;9.249749336;10.26438298;9.863729118;9.292543252
1/10/2030;7.665202219;7.379868469;6.913961739;7.833546337;7.538436044;7.039973801;7.608503101;7.314549847;6.857772674;8.400415569;8.100632459;7.605486605;8.603854049;8.252144048;7.724590248;8.362787208;8.012636884;7.521040513;9.481295226;9.112602004;8.541125391;9.633046387;9.299728101;8.692003831;9.371024585;9.038875252;8.469541328
1/11/2030;7.647851013;7.387758637;6.897773748;8.032737669;7.736100229;7.221093067;8.052059301;7.764504073;7.275898806;8.385755735;8.110606016;7.591925563;8.828150097;8.473813152;7.928276692;8.855875399;8.510814047;7.976247276;9.470995168;9.133268262;8.531545791;9.891076582;9.556200314;8.927429513;9.930528178;9.607495164;8.988451457
1/12/2030;7.12307239;6.852394213;6.424135818;7.346053868;7.047922099;6.602656263;7.327272099;7.023766336;6.606354221;7.81472059;7.527538502;7.074579059;8.077828091;7.724170816;7.25318895;8.063101044;7.703082784;7.260575092;8.831411531;8.481268134;7.954988675;9.055657002;8.715838449;8.171997602;9.046807232;8.700799035;8.186714298
1/1/2031;7.076326544;6.72261763;6.293350012;8.365505532;7.928976887;7.427433331;8.012487411;7.580200037;7.117370738;7.798537957;7.422273462;6.968978331;9.242482663;8.745221438;8.200152441;8.852417108;8.359469539;7.870533591;8.845411007;8.39944336;7.875229251;10.41002613;9.903818904;9.286119222;9.980608027;9.477128189;8.92111629
1/2/2031;7.838484697;7.446700306;6.971198074;8.153619482;7.723218006;7.238478481;8.030444918;7.611864162;7.148289663;8.643196309;8.226209236;7.723807396;9.013410647;8.523020877;7.995995722;8.877082979;8.398935322;7.891981707;9.809105957;9.31455927;8.733246621;10.15803064;9.657878308;9.060284051;10.01419517;9.527320267;8.950593288
1/3/2031;7.237685195;6.890821968;6.437616223;8.056446934;7.64900271;7.153526913;7.649417488;7.260974056;6.803639158;7.985141096;7.616364788;7.136571785;8.910948466;8.445813108;7.90655094;8.46053545;8.016166189;7.525003135;9.067501893;8.628982226;8.073909544;10.04840852;9.575958815;8.964152408;9.54976539;9.098346992;8.539285028
1/4/2031;7.716858778;7.380149344;6.865037541;8.358199063;7.974779311;7.423099199;8.127485723;7.757094616;7.2346735;8.518645252;8.161789258;7.61473516;9.250091256;8.810654051;8.209279423;8.994474421;8.568819301;8.038814254;9.678970408;9.252394179;8.619906505;10.43710824;9.995616074;9.312965319;10.15845805;9.731367407;9.127774576
